;date;energy_reserves;minerals_reserves;food_reserves;consumer_goods_reserves;alloys_reserves;volatile_motes_reserves;exotic_gases_reserves;rare_crystals_reserves;living_metal_reserves;zro_reserves;dark_matter_reserves;nanites_reserves;minor_artifacts_reserves;unity_reserves;energy_income;minerals_income;food_income;consumer_goods_income;alloys_income;volatile_motes_income;exotic_gases_income;rare_crystals_income;living_metal_income;zro_income;dark_matter_income;nanites_income;minor_artifacts_income;unity_income;physics_research_income;society_research_income;engineering_research_income
751;2262.08.03;31568.70409;14445.184;3748.523;4794.108;653.27713;2559.9;1.56;0.06;0;0.0;0.0;200;1942.6;9789.44448;86.47115;198.71;-44.945;-36.447;43.29291;6.5;0.04;0.03;0;0.0;0.0;0;8.4;163.72542;158.56;164.96;151.76
752;2262.09.03;31659.43092;14643.294;3702.378;4757.361;606.57004;2566.4;1.6;0.09;0;0.0;0.0;200;1951.0;9956.53783;90.72683;198.11;-46.145;-36.747;43.29291;6.5;0.04;0.03;0;0.0;0.0;0;8.4;167.09335;158.24;164.64;151.44
753;2262.10.03;31751.03091;14841.404;3656.233;4720.614;649.86295;2572.9;1.64;0.12;0;0.0;0.0;200;1959.4;10124.93118;91.59999;198.11;-46.145;-36.747;43.29291;6.5;0.04;0.03;0;0.0;0.0;0;8.4;168.39335;158.24;164.64;151.44
754;2262.11.03;31842.65474;15000.0;3610.088;4683.867;693.15586;2579.4;1.68;0.15;0;0.0;0.0;200;1967.8;10293.32453;91.62383;198.11;-46.145;-36.747;43.29291;6.5;0.04;0.03;0;0.0;0.0;0;8.4;168.39335;158.24;164.64;151.44
755;2262.12.03;31934.27857;12628.11;3563.943;4647.12;736.44877;2585.9;1.72;0.18;0;0.0;0.0;200;1976.2;10461.71788;91.62383;198.11;-46.145;-36.747;43.29291;6.5;0.04;0.03;0;0.0;0.0;0;8.4;168.39335;158.24;164.64;151.44
756;2263.01.03;32025.61313;12826.076;3517.582;4610.193;779.65168;2592.4;1.76;0.21;0;0.0;0.0;200;1984.6;10629.82096;91.33456;197.966;-46.361;-36.927;43.20291;6.5;0.04;0.03;0;0.0;0.0;0;8.4;168.10308;158.048;164.448;151.248
757;2263.02.03;32114.94622;13024.042;3471.221;4573.266;822.85459;2598.9;1.8;0.24;0;0.0;0.0;200;1993.0;10797.92404;89.33309;197.966;-46.361;-36.927;43.20291;6.5;0.04;0.03;0;0.0;0.0;0;8.4;168.10308;158.048;164.448;151.248
758;2263.03.03;32204.27931;12411.468;3423.66;4542.437;866.0155;2605.4;1.85;0.27;0;0.0;0.0;200;2000.0;10965.72698;89.33309;197.426;-47.561;-30.829;43.16091;6.5;0.05;0.03;0;0.0;0.0;0;8.4;167.80294;157.408;163.808;150.608
759;2263.04.03;32291.66789;12608.894;3376.099;4511.608;909.17641;2611.9;1.9;0.3;0;0.0;0.0;200;1258.4;415.85342;87.38858;197.426;-47.561;-30.829;43.16091;6.5;0.05;0.03;0;0.0;0.0;0;8.4;167.70294;157.408;163.808;150.608
760;2263.05.03;32377.31245;12706.32;3328.538;4480.779;952.33732;2618.4;1.95;0.33;0;0.0;0.0;200;1266.8;583.75135;85.64456;197.426;-47.561;-30.829;43.16091;6.5;0.05;0.03;0;0.0;0.0;0;8.4;167.89793;157.408;163.808;150.608
761;2263.06.03;32462.94964;12903.746;3120.977;4289.95;835.49823;2624.9;2.0;0.36;0;0.0;0.0;200;1275.2;751.64928;85.63719;197.426;-47.561;-30.829;43.16091;6.5;0.05;0.03;0;0.0;0.0;0;8.4;167.89793;157.408;163.808;150.608
762;2263.07.03;32547.55431;13101.172;3073.416;4259.121;878.65914;2631.4;2.05;0.39;0;0.0;0.0;200;1283.6;919.54721;84.60467;197.426;-47.561;-30.829;43.16091;6.5;0.05;0.03;0;0.0;0.0;0;8.4;167.89793;157.408;163.808;150.608
763;2263.08.03;32631.22152;13197.58;3025.647;4227.692;921.82005;2637.9;2.1;0.42;0;0.0;0.0;200;1292.0;1087.65701;83.66721;196.408;-47.769;-31.429;43.16091;6.5;0.05;0.03;0;0.0;0.0;0;8.4;168.1098;157.408;163.808;150.608
764;2263.09.03;32465.21663;12847.034;2818.644;4037.667;805.70096;2644.4;2.15;0.45;0;0.0;0.0;200;1300.4;1233.38469;83.99511;199.454;-47.003;-30.025;43.88091;6.5;0.05;0.03;0;0.0;0.0;0;8.4;170.72768;163.536;165.736;152.536
765;2263.10.03;32549.47013;13046.776;2771.849;4006.692;849.58187;2650.9;2.2;0.48;0;0.0;0.0;200;1308.8;1404.48774;84.2535;199.742;-46.795;-30.975;43.88091;6.5;0.05;0.03;0;0.0;0.0;0;8.4;171.10305;170.424;172.624;158.624
766;2263.11.03;32632.68305;13246.518;2725.054;3975.717;893.46278;2657.4;2.25;0.51;0;0.0;0.0;200;1367.2;1574.67179;83.21292;199.742;-46.795;-30.975;43.88091;6.5;0.05;0.03;0;0.0;0.0;0;8.4;170.18405;170.424;172.624;158.624
767;2263.12.03;32721.54032;13346.26;2678.259;3944.742;937.34369;2663.9;2.3;0.54;0;0.0;0.0;200;1375.6;1744.85584;88.85727;199.742;-46.795;-30.975;43.88091;6.5;0.05;0.03;0;0.0;0.0;0;8.4;170.18405;170.424;172.624;158.624
768;2264.01.03;32813.7598;13096.002;2631.464;3913.767;981.2246;2670.4;2.35;0.57;0;0.0;0.0;200;1384.0;1914.91798;92.21948;199.742;-46.795;-30.975;43.88091;6.5;0.05;0.03;0;0.0;0.0;0;8.4;170.06214;170.424;172.624;158.624
769;2264.02.03;32906.03374;12395.744;2584.669;3882.792;1025.10551;2676.9;2.4;0.6;0;0.0;0.0;200;1392.4;2084.98012;92.27394;199.742;-46.795;-30.975;43.88091;6.5;0.05;0.03;0;0.0;0.0;0;8.4;170.06214;170.424;172.624;158.624
770;2264.03.03;32996.49867;12510.126;2537.874;3851.745;1068.94442;2683.4;2.45;0.63;0;0.0;0.0;200;1400.8;2254.77488;90.46493;214.382;-46.795;-31.047;43.83891;6.5;0.05;0.03;0;0.0;0.0;0;8.4;169.79476;170.744;172.944;158.944
771;2264.04.03;33086.95036;12718.368;2491.079;3820.198;1026.44933;2689.9;2.51;0.66;0;0.0;0.0;200;1409.2;2424.84389;90.45169;208.242;-46.795;-31.547;47.50491;6.5;0.06;0.03;0;0.0;0.0;0;8.4;170.06901;170.424;172.624;158.624
772;2264.05.03;33177.40412;12926.61;2444.284;3788.651;1073.95424;2696.4;2.57;0.69;0;0.0;0.0;200;1417.6;2592.81291;90.45376;208.242;-46.795;-31.547;47.50491;6.5;0.06;0.03;0;0.0;0.0;0;8.4;167.96902;170.424;172.624;158.624
773;2264.06.03;33267.03469;13134.852;2397.489;3757.104;1121.45915;2702.9;2.63;0.72;0;0.0;0.0;200;1426.0;2762.88193;89.63057;208.242;-46.795;-31.547;47.50491;6.5;0.06;0.03;0;0.0;0.0;0;8.4;170.06902;170.424;172.624;158.624
774;2264.07.03;33353.86526;13247.294;2350.694;3725.557;1168.96406;2709.4;2.69;0.75;0;0.0;0.0;200;1434.4;2934.95095;86.83057;212.442;-46.795;-31.547;47.50491;6.5;0.06;0.03;0;0.0;0.0;0;8.4;172.06902;170.424;172.624;158.624
775;2264.08.03;33440.69583;13459.736;2303.899;3694.01;1216.46897;2715.9;2.75;0.78;0;0.0;0.0;200;1442.8;3107.04433;86.83057;212.442;-46.795;-31.547;47.50491;6.5;0.06;0.03;0;0.0;0.0;0;8.4;172.09338;170.424;172.624;158.624
776;2264.09.03;33526.7339;13672.178;2257.104;3662.463;1263.97388;2722.4;2.81;0.81;0;0.0;0.0;200;1451.2;3279.03771;86.03807;212.442;-46.795;-31.547;47.50491;6.5;0.06;0.03;0;0.0;0.0;0;8.4;171.99338;170.424;172.624;158.624
777;2264.10.03;33612.7699;13783.614;2210.303;3630.666;1311.47879;2728.9;2.88;0.84;0;0.0;0.0;200;1459.6;3451.29671;86.036;211.436;-46.801;-31.797;47.50491;6.5;0.07;0.03;0;0.0;0.0;0;8.4;172.259;170.376;172.576;158.576
778;2264.11.03;33694.6392;13989.95;2163.502;3605.373;1358.8757;2735.4;2.95;0.87;0;0.0;0.0;200;1468.0;3623.54821;81.8693;206.336;-46.801;-25.293;47.39691;6.5;0.07;0.03;0;0.0;0.0;0;8.4;172.2515;170.376;172.576;158.576
779;2264.12.03;33785.90434;14195.646;2116.701;3580.08;1406.27261;2741.9;3.02;0.9;0;0.0;0.0;200;1476.4;3795.45971;91.26514;205.696;-46.801;-25.293;47.39691;6.5;0.07;0.03;0;0.0;0.0;0;8.4;171.9115;170.056;172.256;158.256
780;2265.01.03;33876.16918;14409.742;2069.9;3554.787;1453.66952;2748.4;3.09;0.93;0;0.0;0.0;200;1484.8;3967.00559;90.26484;214.096;-46.801;-25.293;47.39691;6.5;0.07;0.03;0;0.0;0.0;0;8.4;171.54588;170.056;172.256;158.256
781;2265.02.03;33964.64946;14523.874;2023.135;3529.244;1500.11643;2754.9;3.16;0.96;0;0.0;0.0;200;1493.2;4141.52572;88.48028;214.132;-46.765;-25.543;46.44691;6.5;0.07;0.03;0;0.0;0.0;0;8.4;174.52013;170.344;172.544;158.544
782;2265.03.03;34053.13313;14738.006;1976.37;3503.701;1546.56334;2761.4;3.23;0.99;0;0.0;0.0;200;1501.6;4316.41147;88.48367;214.132;-46.765;-25.543;46.44691;6.5;0.07;0.03;0;0.0;0.0;0;8.4;174.88575;170.344;172.544;158.544
783;2265.04.03;34140.16396;14942.638;1928.405;3477.558;1593.01025;2770.216;3.3;1.02;0;0.0;0.0;200;1510.0;4491.70908;87.03083;204.632;-47.965;-26.143;46.44691;8.816;0.07;0.03;0;0.0;0.0;0;8.4;175.29761;170.344;172.544;158.544
784;2265.05.03;34227.20162;14346.63;1880.44;3451.415;1639.45716;2779.032;3.37;1.05;0;0.0;0.0;200;1518.4;4667.66169;87.03766;203.992;-47.965;-26.143;46.44691;8.816;0.07;0.03;0;0.0;0.0;0;8.4;175.95261;170.024;172.224;158.224
785;2265.06.03;34311.92942;14545.522;1831.275;3431.404;1685.77807;2787.848;3.44;1.08;0;0.0;0.0;200;1526.8;4843.99576;84.7278;198.892;-49.165;-20.011;46.32091;8.816;0.07;0.03;0;0.0;0.0;0;8.4;176.33407;172.824;172.224;158.224
786;2265.07.03;34393.67385;14744.414;1780.874;3407.943;1642.09898;2796.664;3.51;1.11;0;0.0;0.0;200;1535.2;5024.65405;81.74443;198.892;-50.401;-23.461;46.32091;8.816;0.07;0.03;0;0.0;0.0;0;8.4;180.65829;172.824;172.224;158.224
787;2265.08.03;34480.45123;14943.306;1729.473;3384.232;1688.41989;2805.48;3.58;1.14;0;0.0;0.0;200;1543.6;5205.57796;86.77738;198.892;-51.401;-23.711;46.32091;8.816;0.07;0.03;0;0.0;0.0;0;8.4;180.92391;172.824;172.224;158.224
788;2265.09.03;34567.59414;14782.198;1678.072;3360.521;1734.7408;2814.296;3.65;1.17;0;0.0;0.0;200;1552.0;5386.50187;87.14291;198.892;-51.401;-23.711;46.32091;8.816;0.07;0.03;0;0.0;0.0;0;8.4;180.92391;172.824;172.224;158.224
789;2265.10.03;34652.93615;14981.09;1626.671;3336.81;1781.06171;2823.112;3.72;1.2;0;0.0;0.0;200;1570.4;5567.59641;85.34201;198.892;-51.401;-23.711;46.32091;8.816;0.07;0.03;0;0.0;0.0;0;8.4;181.09454;172.824;172.224;158.224
790;2265.11.03;34738.58556;13914.882;1574.07;3319.231;1827.27462;2831.928;3.79;1.23;0;0.0;0.0;200;1578.8;5748.71993;85.64941;193.792;-52.601;-17.579;46.21291;8.816;0.07;0.03;0;0.0;0.0;0;8.4;181.12352;172.824;172.224;158.224
791;2265.12.03;34823.23375;14108.674;1521.469;3301.652;1873.48753;2840.744;3.86;1.26;0;0.0;0.0;200;1587.2;5929.84094;84.64819;193.792;-52.601;-17.579;46.21291;8.816;0.07;0.03;0;0.0;0.0;0;8.4;181.12101;172.824;172.224;158.224
792;2266.01.03;34907.88194;14202.466;1468.868;3284.073;1919.70044;2849.56;3.93;1.29;0;0.0;0.0;200;1595.6;6110.75722;84.64819;193.792;-52.601;-17.579;46.21291;8.816;0.07;0.03;0;0.0;0.0;0;8.4;180.91628;172.824;172.224;158.224
793;2266.02.03;34990.73013;14396.258;1416.267;3266.494;1965.91335;2858.376;4.0;1.32;0;0.0;0.0;200;1604.0;6291.6735;82.84819;193.792;-52.601;-17.579;46.21291;8.816;0.07;0.03;0;0.0;0.0;0;8.4;180.91628;172.824;172.224;158.224
794;2266.03.03;35071.82096;14590.05;1363.666;3248.915;2012.12626;2867.192;4.07;1.35;0;0.0;0.0;200;1612.4;6472.58978;81.09083;193.792;-52.601;-17.579;46.21291;8.816;0.07;0.03;0;0.0;0.0;0;8.4;180.91628;172.824;172.224;158.224
795;2266.04.03;35152.96514;14783.842;1311.065;3231.336;2058.33917;2876.008;4.14;1.38;0;0.0;0.0;200;1620.8;6653.16481;81.14418;193.792;-52.601;-17.579;46.21291;8.816;0.07;0.03;0;0.0;0.0;0;8.4;180.57503;172.824;172.224;158.224
796;2266.05.03;35255.41122;14971.978;1258.248;3209.627;2108.09208;2884.824;4.21;1.42;0;0.0;0.0;200;1629.2;6834.47571;102.44608;188.136;-52.817;-21.709;49.75291;8.816;0.07;0.04;0;0.0;0.0;0;8.4;181.3109;189.832;186.432;170.832
797;2266.06.03;35346.9966;15160.114;1205.431;3187.918;2157.84499;2893.64;4.28;1.46;0;0.0;0.0;200;1637.6;7015.78661;91.58538;188.136;-52.817;-21.709;49.75291;8.816;0.07;0.04;0;0.0;0.0;0;8.4;181.3109;189.832;186.432;170.832
798;2266.07.03;35438.87302;14994.01;1151.414;3165.909;2207.5979;2902.456;4.35;1.5;0;0.0;0.0;200;1646.0;7196.9525;91.87642;193.896;-54.017;-22.009;49.75291;8.816;0.07;0.04;0;0.0;0.0;0;8.4;181.16589;189.512;186.112;170.512
799;2266.08.03;35530.94128;15187.906;1097.397;3143.9;2257.35081;2911.272;4.42;1.54;0;0.0;0.0;200;1654.4;7378.11839;92.06826;193.896;-54.017;-22.009;49.75291;8.816;0.07;0.04;0;0.0;0.0;0;8.4;181.16589;189.512;186.112;170.512
800;2266.09.03;35623.00333;15381.802;1043.38;3121.891;2307.10372;2920.088;4.49;1.58;0;0.0;0.0;200;1662.8;7558.97715;92.06205;193.896;-54.017;-22.009;49.75291;8.816;0.07;0.04;0;0.0;0.0;0;8.4;180.85876;189.512;186.112;170.512
801;2266.10.03;35715.44902;15575.698;989.363;3099.882;2356.85663;2928.904;4.56;1.62;0;0.0;0.0;200;1671.2;7739.83591;92.44569;193.896;-54.017;-22.009;49.75291;8.816;0.07;0.04;0;0.0;0.0;0;8.4;180.85876;189.512;186.112;170.512
802;2266.11.03;35808.27082;15769.594;935.346;3077.873;2406.60954;2937.72;4.63;1.66;0;0.0;0.0;200;1679.6;7920.69467;92.8218;193.896;-54.017;-22.009;49.75291;8.816;0.07;0.04;0;0.0;0.0;0;8.4;180.85876;189.512;186.112;170.512
803;2266.12.03;35901.08824;15962.49;881.329;3054.264;2456.36245;2946.536;4.71;1.7;0;0.0;0.0;200;1688.0;8101.9653;92.81742;192.896;-54.017;-23.609;49.75291;8.816;0.08;0.04;0;0.0;0.0;0;8.4;181.27063;196.568;193.768;176.768
804;2267.01.03;35990.2447;16155.386;827.312;3030.655;2506.11536;2955.352;4.79;1.74;0;0.0;0.0;200;1696.4;8283.11156;89.15646;192.896;-54.017;-23.609;49.75291;8.816;0.08;0.04;0;0.0;0.0;0;8.4;181.14626;196.568;193.768;176.768
805;2267.02.03;36079.39494;16348.282;773.295;3007.046;2465.86827;2964.168;4.87;1.78;0;0.0;0.0;200;1704.8;8464.25782;89.15024;192.896;-54.017;-23.609;49.75291;8.816;0.08;0.04;0;0.0;0.0;0;8.4;181.14626;196.568;193.768;176.768
806;2267.03.03;36168.56937;16541.178;719.278;2983.437;2515.62118;2972.984;4.95;1.82;0;0.0;0.0;200;1713.2;8645.40408;89.17443;192.896;-54.017;-23.609;49.75291;8.816;0.08;0.04;0;0.0;0.0;0;8.4;181.14626;196.568;193.768;176.768
807;2267.04.03;36257.77344;16373.394;664.013;2956.378;2565.37409;2981.8;5.03;1.86;0;0.0;0.0;200;1721.6;8831.04284;89.20407;192.216;-55.265;-27.059;49.75291;8.816;0.08;0.04;0;0.0;0.0;0;8.4;185.63876;196.248;193.448;176.448
808;2267.05.03;36346.79261;16565.61;608.748;2929.319;2583.0896;2990.616;5.11;1.9;0;0.0;0.0;200;1730.0;9016.6816;89.01917;192.216;-55.265;-27.059;49.71551;8.816;0.08;0.04;0;0.0;0.0;0;8.4;185.63876;196.248;193.448;176.448
809;2267.06.03;36435.81178;16757.826;553.483;2902.26;2632.80511;2999.432;5.19;1.94;0;0.0;0.0;200;1738.4;9202.32036;89.01917;192.216;-55.265;-27.059;49.71551;8.816;0.08;0.04;0;0.0;0.0;0;8.4;185.63876;196.248;193.448;176.448
810;2267.07.03;36524.83095;16950.042;498.218;2875.201;2682.52062;3008.248;5.27;1.98;0;0.0;0.0;200;1746.8;9387.95912;89.01917;192.216;-55.265;-27.059;49.71551;8.816;0.08;0.04;0;0.0;0.0;0;8.4;185.63876;196.248;193.448;176.448
811;2267.08.03;36612.81248;17137.158;441.753;2854.346;2732.19413;3017.064;5.35;2.02;0;0.0;0.0;200;1755.2;9573.63886;87.98153;187.116;-56.465;-20.855;49.67351;8.816;0.08;0.04;0;0.0;0.0;0;8.4;185.67974;196.248;193.448;176.448
812;2267.09.03;36700.85749;17324.274;8385.288;2833.491;2781.86764;3025.88;5.43;2.06;0;0.0;0.0;200;1763.6;9759.3186;88.04501;187.116;-56.465;-20.855;49.67351;8.816;0.08;0.04;0;0.0;0.0;0;8.4;185.67974;196.248;193.448;176.448
813;2267.10.03;36779.96766;17410.422;8328.391;2806.076;2831.36115;3034.696;5.51;2.1;0;0.0;0.0;200;1772.0;9960.76683;79.11017;186.148;-56.897;-27.415;49.49351;8.816;0.08;0.04;0;0.0;0.0;0;8.4;201.44823;195.448;192.648;175.648
814;2267.11.03;36857.47311;16696.57;8271.494;2778.661;2680.85466;3043.512;5.59;2.14;0;0.0;0.0;200;1780.4;10160.7032;77.50545;186.148;-56.897;-27.415;49.49351;8.816;0.08;0.04;0;0.0;0.0;0;8.4;199.93637;195.448;192.648;175.648
815;2267.12.03;36934.97856;16522.718;8214.661;2750.646;2730.34817;3052.328;5.67;2.18;0;0.0;0.0;200;1788.8;10361.32441;77.50545;186.148;-56.833;-28.015;49.49351;8.816;0.08;0.04;0;0.0;0.0;0;8.4;200.62121;195.448;192.648;175.648
816;2268.01.03;37016.38401;16608.866;8157.828;2722.631;2779.84168;3061.144;5.75;2.22;0;0.0;0.0;200;1797.2;10561.94562;81.40545;186.148;-56.833;-28.015;49.49351;8.816;0.08;0.04;0;0.0;0.0;0;8.4;200.62121;195.448;192.648;175.648
817;2268.02.03;37101.75252;16795.014;8099.795;2694.316;1913.11543;3069.96;5.83;2.26;0;0.0;0.0;200;1805.6;10762.66181;85.36851;186.148;-58.033;-28.315;49.43375;8.816;0.08;0.04;0;0.0;0.0;0;8.4;200.71619;195.448;192.648;175.648
818;2268.03.03;37187.10686;16981.162;8041.762;2666.001;1962.42966;3078.776;5.91;2.3;0;0.0;0.0;200;1814.0;10963.378;85.35434;186.148;-58.033;-28.315;49.31423;8.816;0.08;0.04;0;0.0;0.0;0;8.4;200.71619;195.448;192.648;175.648
819;2268.04.03;37271.86369;17167.31;7983.729;2637.686;2011.60445;3087.592;5.99;2.34;0;0.0;0.0;200;1822.4;11161.9942;84.75683;186.148;-58.033;-28.315;49.17479;8.816;0.08;0.04;0;0.0;0.0;0;8.4;198.6162;195.448;192.648;175.648
820;2268.05.03;37360.41485;17359.202;7924.912;2609.301;2060.73976;3096.408;6.07;2.38;0;0.0;0.0;200;1840.8;11361.12649;88.55116;191.892;-58.817;-28.385;49.13531;8.816;0.08;0.04;0;0.0;0.0;0;8.4;199.13229;195.688;192.888;175.888
821;2268.06.03;37446.79369;17545.558;7866.095;2580.466;2113.24155;3105.224;6.15;2.43;0;0.0;0.0;200;1849.2;11560.43176;86.37884;186.356;-58.817;-28.835;52.50179;8.816;0.08;0.05;0;0.0;0.0;0;8.4;199.30527;195.688;192.888;175.888
822;2268.07.03;37532.57493;17731.914;7807.278;2551.631;2165.62382;3114.04;6.23;2.48;0;0.0;0.0;200;1857.6;11759.97591;85.78124;186.356;-58.817;-28.835;52.38227;8.816;0.08;0.05;0;0.0;0.0;0;8.4;199.54415;195.688;192.888;175.888
823;2268.08.03;37617.60292;17918.27;7748.461;2522.796;2217.85669;3122.856;6.31;2.53;0;0.0;0.0;200;1866.0;11959.68091;85.02799;186.356;-58.817;-28.835;52.23287;8.816;0.08;0.05;0;0.0;0.0;0;8.4;199.705;195.688;192.888;175.888
824;2268.09.03;37702.31716;18099.526;7688.444;2493.073;2183.33604;3131.672;6.39;2.58;0;0.0;0.0;200;1874.4;12159.31253;84.71424;181.256;-60.017;-29.723;55.47935;8.816;0.08;0.05;0;0.0;0.0;0;8.4;199.63162;195.688;192.888;175.888
825;2268.10.03;37786.68184;18280.782;7628.427;2463.35;2238.74069;3140.488;6.47;2.63;0;0.0;0.0;200;1882.8;12358.94415;84.36468;181.256;-60.017;-29.723;55.40465;8.816;0.08;0.05;0;0.0;0.0;0;8.4;199.63162;195.688;192.888;175.888
826;2268.11.03;37869.77031;18462.038;7568.41;2433.627;1594.09056;3149.304;6.55;2.68;0;0.0;0.0;200;1891.2;12558.57577;83.08847;181.256;-60.017;-29.723;55.34987;8.816;0.08;0.05;0;0.0;0.0;0;8.4;199.63162;195.688;192.888;175.888
827;2268.12.03;37952.85878;18642.03;7508.382;2402.179;1649.44043;3158.12;6.63;2.73;0;0.0;0.0;200;1899.6;305.90477;83.08847;179.992;-60.028;-31.448;55.34987;8.816;0.08;0.05;0;0.0;0.0;0;8.4;219.69316;202.744;200.544;182.144
828;2269.01.03;38034.24018;18822.022;7448.354;2368.731;1469.5903;3166.936;6.71;2.78;0;0.0;0.0;200;1908.0;525.49793;81.3814;179.992;-60.028;-33.448;55.34987;8.816;0.08;0.05;0;0.0;0.0;0;8.4;219.59316;202.744;200.544;182.144
829;2269.02.03;38116.72084;17801.334;7387.21;2334.683;1523.86816;3175.752;6.79;2.83;0;0.0;0.0;200;1916.4;747.59381;82.48066;179.312;-61.144;-34.048;54.27786;8.816;0.08;0.05;0;0.0;0.0;0;8.4;222.09588;202.424;200.224;181.824
830;2269.03.03;38199.30345;17880.646;7326.066;2300.635;1578.03397;3184.568;6.87;2.88;0;0.0;0.0;200;1924.8;969.68969;82.58261;179.312;-61.144;-34.048;54.16581;8.816;0.08;0.05;0;0.0;0.0;0;8.4;222.09588;202.424;200.224;181.824
831;2269.04.03;38281.59971;18059.958;7264.922;2266.587;1632.14252;3193.384;6.95;2.93;0;0.0;0.0;200;1933.2;1191.78557;82.29626;179.312;-61.144;-34.048;54.10855;8.816;0.08;0.05;0;0.0;0.0;0;8.4;222.09588;202.424;200.224;181.824
832;2269.05.03;38362.13597;18239.27;7203.778;2232.539;1686.25107;3202.2;7.03;2.98;0;0.0;0.0;200;1941.6;1413.84734;80.53626;179.312;-61.144;-34.048;54.10855;8.816;0.08;0.05;0;0.0;0.0;0;8.4;222.06177;202.424;200.224;181.824
833;2269.06.03;38440.87223;18418.582;7142.634;2198.491;1740.35962;3211.016;7.11;3.03;0;0.0;0.0;200;1950.0;1635.90911;78.73626;179.312;-61.144;-34.048;54.10855;8.816;0.08;0.05;0;0.0;0.0;0;8.4;222.06177;202.424;200.224;181.824
834;2269.07.03;38518.60849;18497.894;7081.49;2164.443;1794.46817;3219.832;9.79;3.08;0;0.0;0.0;200;1008.4;1857.97088;77.73626;179.312;-61.144;-34.048;54.10855;8.816;2.68;0.05;0;0.0;0.0;0;8.4;222.06177;202.424;200.224;181.824
835;2269.08.03;38595.46475;18677.206;7020.346;2130.395;1848.57672;3228.648;12.47;3.13;0;0.0;0.0;200;1016.8;2080.03265;76.85626;179.312;-61.144;-34.048;54.10855;8.816;2.68;0.05;0;0.0;0.0;0;8.4;222.06177;202.424;200.224;181.824
836;2269.09.03;38672.35143;18856.518;6959.202;2096.347;1902.68527;3237.464;15.15;3.18;0;0.0;0.0;200;1025.2;2302.09442;76.88668;179.312;-61.144;-34.048;54.10855;8.816;2.68;0.05;0;0.0;0.0;0;8.4;222.06177;202.424;200.224;181.824
837;2269.10.03;38749.25142;19035.83;6898.058;2062.587;1956.91982;3246.28;17.83;3.23;0;0.0;0.0;200;1033.6;2524.50496;76.89999;179.312;-61.144;-33.76;54.23455;8.816;2.68;0.05;0;0.0;0.0;0;8.4;222.41054;202.424;200.224;181.824
838;2269.11.03;38824.31296;19215.602;6834.514;2034.839;2011.15437;3255.096;20.51;3.28;0;0.0;0.0;200;1042.0;2747.24823;75.06154;179.772;-63.544;-27.748;54.23455;8.816;2.68;0.05;0;0.0;0.0;0;8.4;222.74327;206.304;199.904;181.504
839;2269.12.03;38899.37102;19395.374;6771.106;2006.491;1975.38892;3263.912;23.19;3.33;0;0.0;0.0;200;1050.4;2970.36925;75.05806;179.772;-63.408;-28.348;54.23455;8.816;2.68;0.05;0;0.0;0.0;0;8.4;223.12102;206.304;199.904;181.504
840;2270.01.03;38974.3954;19575.146;6707.698;1978.143;2029.62347;3272.728;25.87;3.38;0;0.0;0.0;200;1058.8;3193.49027;75.02438;179.772;-63.408;-28.348;54.23455;8.816;2.68;0.05;0;0.0;0.0;0;8.4;223.12102;206.304;199.904;181.504
841;2270.02.03;39048.57694;19754.918;6644.29;1949.795;1625.45802;3281.544;28.55;3.23;0;0.0;0.0;200;1067.2;3416.55281;74.18154;179.772;-63.408;-28.348;54.23455;8.816;2.68;0.05;0;0.0;0.0;0;8.4;223.06254;206.304;199.904;181.504
842;2270.03.03;39122.82486;19934.69;6580.882;1921.447;304.49257;3290.36;31.23;2.68;0;0.0;0.0;200;1075.6;3639.95659;74.24792;179.772;-63.408;-28.348;54.23455;8.816;2.68;0.05;0;0.0;0.0;0;8.4;223.40378;206.304;199.904;181.504
843;2270.04.03;39197.11807;18944.654;6517.474;1892.649;358.72712;3299.176;33.91;2.74;0;0.0;0.0;200;1084.0;3863.39687;74.29321;179.964;-63.408;-28.798;54.23455;8.816;2.68;0.06;0;0.0;0.0;0;8.4;223.44028;206.304;199.904;181.504
844;2270.05.03;39268.77128;19136.618;6294.066;1703.851;252.96167;3307.992;37.59;2.8;0;0.0;0.0;200;1092.4;4086.80304;71.65321;191.964;-63.408;-28.798;54.23455;8.816;3.68;0.06;0;0.0;0.0;0;8.4;223.40617;206.304;199.904;181.504
845;2270.06.03;39339.44368;19328.582;6230.658;1675.053;307.19622;3316.808;41.27;2.86;0;0.0;0.0;200;1110.8;4310.10921;70.6724;191.964;-63.408;-28.798;54.23455;8.816;3.68;0.06;0;0.0;0.0;0;8.4;223.30617;206.304;199.904;181.504
846;2270.07.03;39409.01561;19315.046;6167.25;1645.755;365.02477;3325.624;44.96;2.92;0;0.0;0.0;200;1119.2;4533.82724;69.57193;186.464;-63.408;-29.298;57.82855;8.816;3.69;0.06;0;0.0;0.0;0;8.4;223.71803;206.304;199.904;181.504
847;2270.08.03;39467.8988;19501.51;6103.842;1616.457;420.72812;3334.44;48.65;2.98;0;0.0;0.0;200;1127.6;4757.54527;58.88319;186.464;-63.408;-29.298;55.70335;8.816;3.69;0.06;0;0.0;0.0;0;8.4;223.71803;206.304;199.904;181.504
